query,sku,title,url,image_url,price,rating,number_of_reviews
office_lamp,office_lamp_8,"TORCHSTAR Metal Desk Lamp with Clamp, Swing Arm, Architect Adjustable Gooseneck Table Lamp, Clip Desk Lights for Home Office, Work, Study, Reading, E26 Base, Multi-Joint, Black",https://www.amazon.com/TORCHSTAR-Interchangeable-Architect-Multi-Joint-Adjustable/dp/B01NAHT5CE/ref=sr_1_42?dib=eyJ2IjoiMSJ9.-cg-hzIrqlrRApNpbRDtx02v90KgoQ-kdKScNavngqxVcUJA_03TMgnYdgsLHQhh9eeCjyjoO8v6VdLvhqLcZmpK9hgIwnkkhE5Gpndxw-0rRfEAhU-sNUsygcUMv_2m5pS0NKMidDTxpm8WY-ws-3guagb83NWNNYl4Ngu8O1SJ_p6R18aQQel_dypnhANF7nd5I_W1RJYCWeU4LfHwpI8QGfDBZIWInXk1MSYgxaNKEZGANRDhEjH0gV-ZBvW3GGMjUG0dC9RhlzGPh6ATS-8bEe5bUJC2fHM8D_NT4ds.LPIAnEVc2rBjvSrXKzWRCgKWCvEJADGNgtxy5LaYV84&dib_tag=se&keywords=office+lamp&qid=1749210765&sr=8-42#customerReviews,https://m.media-amazon.com/images/I/61GCG42ot8L._AC_UL320_.jpg,18.99,4.3,8430
office_lamp,office_lamp_4,"luckystyle LED Floor Lamp for Living Room, Dimmable Standing Lamps with Foot Switch,Remote Custom Color Temperature Black Pole Lamp with Lampshade,12W Led Bulb Tall Lamps for Bedroom Office Kid Room",https://www.amazon.com/luckystyle-Dimmable-Standing-Temperature-Lampshade/dp/B0CCDTPDTQ/ref=sr_1_15?dib=eyJ2IjoiMSJ9.-cg-hzIrqlrRApNpbRDtx02v90KgoQ-kdKScNavngqxVcUJA_03TMgnYdgsLHQhh9eeCjyjoO8v6VdLvhqLcZmpK9hgIwnkkhE5Gpndxw-0rRfEAhU-sNUsygcUMv_2m5pS0NKMidDTxpm8WY-ws-3guagb83NWNNYl4Ngu8O1SJ_p6R18aQQel_dypnhANF7nd5I_W1RJYCWeU4LfHwpI8QGfDBZIWInXk1MSYgxaNKEZGANRDhEjH0gV-ZBvW3GGMjUG0dC9RhlzGPh6ATS-8bEe5bUJC2fHM8D_NT4ds.LPIAnEVc2rBjvSrXKzWRCgKWCvEJADGNgtxy5LaYV84&dib_tag=se&keywords=office+lamp&qid=1749210765&sr=8-15#customerReviews,https://m.media-amazon.com/images/I/71sGZjaa6kL._AC_UL320_.jpg,29.99,4.4,919
stapler,stapler_1,"Amazon Basics Stapler with 1000 Staples, Office Stapler, 25 Sheet Capacity, Non-Slip, Black",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MzYyMjA3Mzk2OTY4MjQ3OjE3NDkyMTIyNjY6c3BfYXRmOjIwMDAxMDUxODIwNjkzMTo6MDo6&url=%2FAmazon-Basics-Stapler-Capacity-Non-Slip%2Fdp%2FB079ZV4V3C%2Fref%3Dsr_1_1_ffob_sspa%3Fdib%3DeyJ2IjoiMSJ9.tLvGchfhaG_sEBpU6gnEPtaWCbS_oWCFg6SaCYfsDdYD-jR-KahpkuTL4HOIqK_EJZXupPNASeYqfqcFdGcLAR2JbMW1I1jF1XqP8M9-jnobKz2WPGpdw88OlhoUoHWNUAfmdf2vDMvqwjOdQjWmOHgLL6V6fbasmRjhlx7JcRuz7ooHKvP8MpgTVV8UdFCdjuAS1Cmliv8VFzhAm0UvVF-CaitaEYZceZIqp2CjU3oP7xgWe2LnDf0PgGqXj0TmObOKdm1hE6_42K8PHtQNiGQZrnaRo1PxSCe-BEoow-4.iPqd16noG8kJo5hIC6OXzn8G7BZxVNBLraNHu2fpmUk%26dib_tag%3Dse%26keywords%3Dstapler%26qid%3D1749212266%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1#customerReviews,https://m.media-amazon.com/images/I/71ORqgJajrL._AC_UL320_.jpg,6.73,4.6,51765
stapler,stapler_7,"Arrow P22 Heavy Duty Handheld Plier Stapler for Crafts, Office, and Insulation, Uses 1/4-Inch and 5/16-Inch Staples",https://www.amazon.com/Arrow-Fastener-P22-Heavy-Stapler/dp/B00004Z2JF/ref=sr_1_53?dib=eyJ2IjoiMSJ9.tLvGchfhaG_sEBpU6gnEPtaWCbS_oWCFg6SaCYfsDdYD-jR-KahpkuTL4HOIqK_EJZXupPNASeYqfqcFdGcLAR2JbMW1I1jF1XqP8M9-jnobKz2WPGpdw88OlhoUoHWNUAfmdf2vDMvqwjOdQjWmOHgLL6V6fbasmRjhlx7JcRuz7ooHKvP8MpgTVV8UdFCdjuAS1Cmliv8VFzhAm0UvVF-CaitaEYZceZIqp2CjU3oP7xgWe2LnDf0PgGqXj0TmObOKdm1hE6_42K8PHtQNiGQZrnaRo1PxSCe-BEoow-4.iPqd16noG8kJo5hIC6OXzn8G7BZxVNBLraNHu2fpmUk&dib_tag=se&keywords=stapler&qid=1749212266&sr=8-53#customerReviews,https://m.media-amazon.com/images/I/61J+ivWbdHL._AC_UL320_.jpg,22.84,3.6,1293
stapler,stapler_3,"Bostitch Office Stapler, No-Jam Premium for Desktop, Includes 1,250 Staples, Full-Strip, 25 Sheet Capacity, Black",https://www.amazon.com/s?k=stapler#,https://m.media-amazon.com/images/I/81GlLV3lq5L._AC_UL320_.jpg,6.99,4.7,713
stapler,stapler_2,"Deli Stapler, Desktop Staplers with 640 Staples, Office Stapler, 25 Sheet Capacity, Pink",https://www.amazon.com/s?k=stapler#,https://m.media-amazon.com/images/I/6188GCuchWL._AC_UL320_.jpg,7.99,4.5,5418
stapler,stapler_5,"M&G Desktop Stapler with 25 Sheet Capacity, Two Binding Modes, Basic Stapler Set with 1000 Staples and Remover, Durable Staplers for Office School Home (Black)",https://www.amazon.com/s?k=stapler#,https://m.media-amazon.com/images/I/61DEKJJyCML._AC_UL320_.jpg,6.99,4.5,318
stapler,stapler_8,Marspark 10 Pcs Stapler for Desk Office Staplers Bulk with 6000 Staples 25 Sheet Capacity for School Office,https://www.amazon.com/Pieces-Stapler-Staplers-Staples-Capacity/dp/B09VT736W9/ref=sr_1_60?dib=eyJ2IjoiMSJ9.tLvGchfhaG_sEBpU6gnEPtaWCbS_oWCFg6SaCYfsDdYD-jR-KahpkuTL4HOIqK_EJZXupPNASeYqfqcFdGcLAR2JbMW1I1jF1XqP8M9-jnobKz2WPGpdw88OlhoUoHWNUAfmdf2vDMvqwjOdQjWmOHgLL6V6fbasmRjhlx7JcRuz7ooHKvP8MpgTVV8UdFCdjuAS1Cmliv8VFzhAm0UvVF-CaitaEYZceZIqp2CjU3oP7xgWe2LnDf0PgGqXj0TmObOKdm1hE6_42K8PHtQNiGQZrnaRo1PxSCe-BEoow-4.iPqd16noG8kJo5hIC6OXzn8G7BZxVNBLraNHu2fpmUk&dib_tag=se&keywords=stapler&qid=1749212266&sr=8-60#customerReviews,https://m.media-amazon.com/images/I/71y9SIKZB2L._AC_UL320_.jpg,39.99,4.4,111
stapler,stapler_6,"Rapid Classic K1 Plier Stapler, Chrome (90119)",https://www.amazon.com/Rapid-Classic-K1-Plier-Stapler/dp/B007XZU9F6/ref=sr_1_37?dib=eyJ2IjoiMSJ9.tLvGchfhaG_sEBpU6gnEPtaWCbS_oWCFg6SaCYfsDdYD-jR-KahpkuTL4HOIqK_EJZXupPNASeYqfqcFdGcLAR2JbMW1I1jF1XqP8M9-jnobKz2WPGpdw88OlhoUoHWNUAfmdf2vDMvqwjOdQjWmOHgLL6V6fbasmRjhlx7JcRuz7ooHKvP8MpgTVV8UdFCdjuAS1Cmliv8VFzhAm0UvVF-CaitaEYZceZIqp2CjU3oP7xgWe2LnDf0PgGqXj0TmObOKdm1hE6_42K8PHtQNiGQZrnaRo1PxSCe-BEoow-4.iPqd16noG8kJo5hIC6OXzn8G7BZxVNBLraNHu2fpmUk&dib_tag=se&keywords=stapler&qid=1749212266&sr=8-37#customerReviews,https://m.media-amazon.com/images/I/61yhtKVPFGL._AC_UL320_.jpg,19.77,4.6,2008
stapler,stapler_4,"Swingline Stapler, 40 Sheet Capacity, Optima 40, Jam Free, Reduced Effort, Soft Grip, Metal, Orange and Gray (87845)",https://www.amazon.com/Swingline-Desktop-Staplers-Capacity-87845/dp/B001PME62K/ref=sr_1_8?dib=eyJ2IjoiMSJ9.tLvGchfhaG_sEBpU6gnEPtaWCbS_oWCFg6SaCYfsDdYD-jR-KahpkuTL4HOIqK_EJZXupPNASeYqfqcFdGcLAR2JbMW1I1jF1XqP8M9-jnobKz2WPGpdw88OlhoUoHWNUAfmdf2vDMvqwjOdQjWmOHgLL6V6fbasmRjhlx7JcRuz7ooHKvP8MpgTVV8UdFCdjuAS1Cmliv8VFzhAm0UvVF-CaitaEYZceZIqp2CjU3oP7xgWe2LnDf0PgGqXj0TmObOKdm1hE6_42K8PHtQNiGQZrnaRo1PxSCe-BEoow-4.iPqd16noG8kJo5hIC6OXzn8G7BZxVNBLraNHu2fpmUk&dib_tag=se&keywords=stapler&qid=1749212266&sr=8-8#customerReviews,https://m.media-amazon.com/images/I/71MIekLKNCL._AC_UL320_.jpg,22.42,4.5,4127
toilet_paper,toilet_paper_6,"Amazon Basics 2-Ply Toilet Paper, 30 Rolls = 120 Regular Rolls, 350 Sheets, (Pack of 30), Unscented",https://www.amazon.com/Amazon-Basics-2-Ply-Toilet-Paper/dp/B095CN96JS/ref=sr_1_6?dib=eyJ2IjoiMSJ9.i_TiD1pN5KLawUyoDQ83KrB6eyA8sI22ssSgkipr8Qrg0nNQkxBvalwrMWJz4m3g8IOzSSY27w6iYV_rqa285qp28N5uDZcIELrqAGxDFBL_8zmAUCSraDThhKndrp2dfwMHtWsBaHYBUk6PrzTxoMYuCG4jyPpJuq5z3NwpUzOkg0qxJ7bLnBz4ezvi0-Nc-Bz_jaJWNf-FlaA8ILqh3BoCqcrf6Z5BjBXsoGwQoCj8hgS5uwLX7FVAmFYy4mms9V9nWMWnF-KwvYps_o8JRXmNGaVb9XH4CNqojm7NVWs.1aQ07RTOIsyNwmH1S0WMF0jDrGgKVn9FgJ2Q-1YYvq4&dib_tag=se&keywords=toilet+paper&qid=1749210261&sr=8-6#customerReviews,https://m.media-amazon.com/images/I/61ATL4GoqkL._AC_UL320_.jpg,25.21,4.4,77681
toilet_paper,toilet_paper_1,"Amazon Brand - Presto! 2-Ply Ultra-Strong Toilet Paper, 12 Mega Rolls Toilet Paper = 60 regular rolls, 308 Sheet (Pack of 12), Unscented",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0NDY1MjE0ODkxOTk2MjM0OjE3NDkyMTAyNjE6c3BfYXRmOjMwMDc2NDIxNjY2NzgwMjo6MDo6&url=%2FAmazon-Brand-Ultra-Strong-regular-Unscented%2Fdp%2FB0DM6YRKB5%2Fref%3Dsr_1_1_ffob_sspa%3Fdib%3DeyJ2IjoiMSJ9.i_TiD1pN5KLawUyoDQ83KrB6eyA8sI22ssSgkipr8Qrg0nNQkxBvalwrMWJz4m3g8IOzSSY27w6iYV_rqa285qp28N5uDZcIELrqAGxDFBL_8zmAUCSraDThhKndrp2dfwMHtWsBaHYBUk6PrzTxoMYuCG4jyPpJuq5z3NwpUzOkg0qxJ7bLnBz4ezvi0-Nc-Bz_jaJWNf-FlaA8ILqh3BoCqcrf6Z5BjBXsoGwQoCj8hgS5uwLX7FVAmFYy4mms9V9nWMWnF-KwvYps_o8JRXmNGaVb9XH4CNqojm7NVWs.1aQ07RTOIsyNwmH1S0WMF0jDrGgKVn9FgJ2Q-1YYvq4%26dib_tag%3Dse%26keywords%3Dtoilet%2Bpaper%26qid%3D1749210261%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1#customerReviews,https://m.media-amazon.com/images/I/81RMndpJtcL._AC_UL320_.jpg,14.0,4.6,19735
toilet_paper,toilet_paper_7,"Angel Soft Toilet Paper, 16 Mega Rolls = 64 Regular Rolls, Soft and Strong Toilet Tissue",https://www.amazon.com/Angel-Soft%C2%AE-Toilet-Regular-Tissue/dp/B09NW81TH8/ref=sr_1_7?dib=eyJ2IjoiMSJ9.i_TiD1pN5KLawUyoDQ83KrB6eyA8sI22ssSgkipr8Qrg0nNQkxBvalwrMWJz4m3g8IOzSSY27w6iYV_rqa285qp28N5uDZcIELrqAGxDFBL_8zmAUCSraDThhKndrp2dfwMHtWsBaHYBUk6PrzTxoMYuCG4jyPpJuq5z3NwpUzOkg0qxJ7bLnBz4ezvi0-Nc-Bz_jaJWNf-FlaA8ILqh3BoCqcrf6Z5BjBXsoGwQoCj8hgS5uwLX7FVAmFYy4mms9V9nWMWnF-KwvYps_o8JRXmNGaVb9XH4CNqojm7NVWs.1aQ07RTOIsyNwmH1S0WMF0jDrGgKVn9FgJ2Q-1YYvq4&dib_tag=se&keywords=toilet+paper&qid=1749210261&sr=8-7#customerReviews,https://m.media-amazon.com/images/I/61pQHkontlL._AC_UL320_.jpg,12.49,4.7,68132
toilet_paper,toilet_paper_2,"Charmin Ultra Soft Cushiony Touch Toilet Paper, 24 Family Mega Rolls = 123 Regular Rolls",https://www.amazon.com/s?k=toilet+paper#,https://m.media-amazon.com/images/I/81StZsCHUDL._AC_UL320_.jpg,35.49,4.8,111017
toilet_paper,toilet_paper_3,"Charmin Ultra Strong Clean Touch Toilet Paper, 24 Family Mega Rolls = 120 Regular Rolls",https://www.amazon.com/s?k=toilet+paper#,https://m.media-amazon.com/images/I/81jqKiCLamL._AC_UL320_.jpg,35.49,4.8,29038
toilet_paper,toilet_paper_8,"Cottonelle Ultra Clean Toilet Paper with Active CleaningRipples Texture, Strong Bath Tissue, 24 Family Mega Rolls = 132 Regular Rolls (4 Packs of 6)",https://www.amazon.com/Cottonelle-CleaningRipples-Texture-Regular-Packaging/dp/B0CM4NXMV2/ref=sr_1_8?dib=eyJ2IjoiMSJ9.i_TiD1pN5KLawUyoDQ83KrB6eyA8sI22ssSgkipr8Qrg0nNQkxBvalwrMWJz4m3g8IOzSSY27w6iYV_rqa285qp28N5uDZcIELrqAGxDFBL_8zmAUCSraDThhKndrp2dfwMHtWsBaHYBUk6PrzTxoMYuCG4jyPpJuq5z3NwpUzOkg0qxJ7bLnBz4ezvi0-Nc-Bz_jaJWNf-FlaA8ILqh3BoCqcrf6Z5BjBXsoGwQoCj8hgS5uwLX7FVAmFYy4mms9V9nWMWnF-KwvYps_o8JRXmNGaVb9XH4CNqojm7NVWs.1aQ07RTOIsyNwmH1S0WMF0jDrGgKVn9FgJ2Q-1YYvq4&dib_tag=se&keywords=toilet+paper&qid=1749210261&rdc=1&sr=8-8#customerReviews,https://m.media-amazon.com/images/I/81a9MAHSjiL._AC_UL320_.jpg,27.59,4.7,106378
toilet_paper,toilet_paper_5,"Scott ComfortPlus Toilet Paper, 12 Double Rolls, 231 Sheets per Roll, Septic-Safe, 1-Ply Toilet Tissue",https://www.amazon.com/Scott-Comfortplus-Toilet-Tissue-Double/dp/B07BGLT25K/ref=sr_1_5?dib=eyJ2IjoiMSJ9.i_TiD1pN5KLawUyoDQ83KrB6eyA8sI22ssSgkipr8Qrg0nNQkxBvalwrMWJz4m3g8IOzSSY27w6iYV_rqa285qp28N5uDZcIELrqAGxDFBL_8zmAUCSraDThhKndrp2dfwMHtWsBaHYBUk6PrzTxoMYuCG4jyPpJuq5z3NwpUzOkg0qxJ7bLnBz4ezvi0-Nc-Bz_jaJWNf-FlaA8ILqh3BoCqcrf6Z5BjBXsoGwQoCj8hgS5uwLX7FVAmFYy4mms9V9nWMWnF-KwvYps_o8JRXmNGaVb9XH4CNqojm7NVWs.1aQ07RTOIsyNwmH1S0WMF0jDrGgKVn9FgJ2Q-1YYvq4&dib_tag=se&keywords=toilet+paper&qid=1749210261&sr=8-5#customerReviews,https://m.media-amazon.com/images/I/81U+bcVo3OL._AC_UL320_.jpg,5.68,4.5,84087
toilet_paper,toilet_paper_4,"Scott Professional 100% Recycled Fiber Standard Roll Bulk Toilet Paper (13217), 2-Ply, Elevated Design, White, Individually Wrapped (80 Rolls of 473 Sheets, 37,840 Sheet Total)",https://www.amazon.com/s?k=toilet+paper#,https://m.media-amazon.com/images/I/81ATKt+rzmL._AC_UL320_.jpg,59.99,4.6,36399
toothpaste,toothpaste_7,"Aquafresh Cavity Protection Fluoride Toothpaste for Healthy Gums, Strong Teeth, and Fresh Breath, Cool Mint, 5.6 oz",https://www.amazon.com/Aquafresh-Cavity-Protection-Fluoride-Toothpaste/dp/B00KS6X5OO/ref=sr_1_26?dib=eyJ2IjoiMSJ9.5utI6RBikmkgyhO5cuGnQ8OMCPpHSM14PUpiapdtbYGkbYdMtgZQszYj1DxLfXAh6o4wPha-TlF6atCVyG8Tsfpygppkh_LB1g1nIH6Vdd4AHcxeI6yBa0zB7cvW0ulFB00bu0kRYPU3mDNomb9iqUa55GyMLagSvQVkk19-xT8-UgStOk3kjjCStzdy-EXHSI3xesJy553Fos4O6OphdgZ01jORnn-hFuZkAEUkd7OfgCpY57glFWj2wXf1vKLkJnXQzUbliMlte43GcuXlpRGxHgsnNvVL15joxzIRUz4.C_sIv7cSVK02pjvSDfPmZpmGKh9PtkSQNxvqXlHu908&dib_tag=se&keywords=toothpaste&qid=1749210597&sr=8-26#customerReviews,https://m.media-amazon.com/images/I/710EkD5gBFL._AC_UL320_.jpg,2.8,4.7,10827
toothpaste,toothpaste_8,"Arm & Hammer Advance White Toothpaste, Clean Mint Flavor, Stain Defense Technology, 6 Ounce (Pack of 4)",https://www.amazon.com/Arm-Hammer-Advance-Toothpaste-Technology/dp/B09VK1RKM8/ref=sr_1_31?dib=eyJ2IjoiMSJ9.5utI6RBikmkgyhO5cuGnQ8OMCPpHSM14PUpiapdtbYGkbYdMtgZQszYj1DxLfXAh6o4wPha-TlF6atCVyG8Tsfpygppkh_LB1g1nIH6Vdd4AHcxeI6yBa0zB7cvW0ulFB00bu0kRYPU3mDNomb9iqUa55GyMLagSvQVkk19-xT8-UgStOk3kjjCStzdy-EXHSI3xesJy553Fos4O6OphdgZ01jORnn-hFuZkAEUkd7OfgCpY57glFWj2wXf1vKLkJnXQzUbliMlte43GcuXlpRGxHgsnNvVL15joxzIRUz4.C_sIv7cSVK02pjvSDfPmZpmGKh9PtkSQNxvqXlHu908&dib_tag=se&keywords=toothpaste&qid=1749210597&sr=8-31#customerReviews,https://m.media-amazon.com/images/I/81602Qc3cAL._AC_UL320_.jpg,13.96,4.7,7349
toothpaste,toothpaste_1,"Boka Fluoride Free Toothpaste Nano Hydroxyapatite, Helps Remineralize, Appropriate for Sensitive Teeth, Whitening - for Adult, Kids Oral Care - Ela Mint Flavor, 4 Fl Oz 3Pk - US Manufactured",https://www.amazon.com/s?k=toothpaste#,https://m.media-amazon.com/images/I/61zPqVvToqL._AC_UL320_.jpg,35.97,4.5,44311
toothpaste,toothpaste_4,"Colgate Optic White Advanced Hydrogen Peroxide Toothpaste, Teeth Whitening Toothpaste Pack, Enamel-Safe Formula, Helps Remove Tea, Coffee, and Wine Stains, Sparkling White, 3 Pack, 3.2 oz",https://www.amazon.com/Colgate-Advanced-Whitening-Toothpaste-Sparkling/dp/B082F1QH7S/ref=sr_1_8?dib=eyJ2IjoiMSJ9.5utI6RBikmkgyhO5cuGnQ8OMCPpHSM14PUpiapdtbYGkbYdMtgZQszYj1DxLfXAh6o4wPha-TlF6atCVyG8Tsfpygppkh_LB1g1nIH6Vdd4AHcxeI6yBa0zB7cvW0ulFB00bu0kRYPU3mDNomb9iqUa55GyMLagSvQVkk19-xT8-UgStOk3kjjCStzdy-EXHSI3xesJy553Fos4O6OphdgZ01jORnn-hFuZkAEUkd7OfgCpY57glFWj2wXf1vKLkJnXQzUbliMlte43GcuXlpRGxHgsnNvVL15joxzIRUz4.C_sIv7cSVK02pjvSDfPmZpmGKh9PtkSQNxvqXlHu908&dib_tag=se&keywords=toothpaste&qid=1749210597&sr=8-8#customerReviews,https://m.media-amazon.com/images/I/71Zgnsx28nL._AC_UL320_.jpg,12.96,4.7,47933
toothpaste,toothpaste_3,"Crest 3D White Advanced Luminous Mint Teeth Whitening Toothpaste, Crest Toothpaste, 3.7 oz Pack of 4 - Helps Remove Surface Stains, Whitens Teeth, Strengthens Tooth Enamel, Protects Against Cavities",https://www.amazon.com/Crest-White-Luminous-Whitening-Toothpaste/dp/B09F8FZ18G/ref=sr_1_5?dib=eyJ2IjoiMSJ9.5utI6RBikmkgyhO5cuGnQ8OMCPpHSM14PUpiapdtbYGkbYdMtgZQszYj1DxLfXAh6o4wPha-TlF6atCVyG8Tsfpygppkh_LB1g1nIH6Vdd4AHcxeI6yBa0zB7cvW0ulFB00bu0kRYPU3mDNomb9iqUa55GyMLagSvQVkk19-xT8-UgStOk3kjjCStzdy-EXHSI3xesJy553Fos4O6OphdgZ01jORnn-hFuZkAEUkd7OfgCpY57glFWj2wXf1vKLkJnXQzUbliMlte43GcuXlpRGxHgsnNvVL15joxzIRUz4.C_sIv7cSVK02pjvSDfPmZpmGKh9PtkSQNxvqXlHu908&dib_tag=se&keywords=toothpaste&qid=1749210597&rdc=1&sr=8-5#customerReviews,https://m.media-amazon.com/images/I/618IhmL94uL._AC_UL320_.jpg,14.99,4.7,20257
toothpaste,toothpaste_6,"EUTHYMOL Whitening Toothpaste (3.7fl oz) - Stain Removal in 2 Weeks, Long-Lasting Freshness for Sensitive Gum & Teeth. Bad Breath, Cavity Prevention. Recyclable Aluminum Tube",https://www.amazon.com/s?k=toothpaste#,https://m.media-amazon.com/images/I/71gtikTPdkL._AC_UL320_.jpg,11.99,4.2,1006
toothpaste,toothpaste_2,"Sensodyne Pronamel Fresh Breath Enamel Toothpaste for Sensitive Teeth and Cavity Protection, Fresh Wave - 4 oz (4 Pack)",https://www.amazon.com/s?k=toothpaste#,https://m.media-amazon.com/images/I/818RgjAuVsL._AC_UL320_.jpg,24.96,4.8,11689
toothpaste,toothpaste_5,"Tom's of Maine Fluoride-Free Antiplaque & Whitening Natural Toothpaste, Peppermint, 5.5 oz. (Pack of 2)",https://www.amazon.com/Toms-Maine-Fluoride-Free-Antiplaque-Toothpaste/dp/B00JUJ1E0W/ref=sr_1_10?dib=eyJ2IjoiMSJ9.5utI6RBikmkgyhO5cuGnQ8OMCPpHSM14PUpiapdtbYGkbYdMtgZQszYj1DxLfXAh6o4wPha-TlF6atCVyG8Tsfpygppkh_LB1g1nIH6Vdd4AHcxeI6yBa0zB7cvW0ulFB00bu0kRYPU3mDNomb9iqUa55GyMLagSvQVkk19-xT8-UgStOk3kjjCStzdy-EXHSI3xesJy553Fos4O6OphdgZ01jORnn-hFuZkAEUkd7OfgCpY57glFWj2wXf1vKLkJnXQzUbliMlte43GcuXlpRGxHgsnNvVL15joxzIRUz4.C_sIv7cSVK02pjvSDfPmZpmGKh9PtkSQNxvqXlHu908&dib_tag=se&keywords=toothpaste&qid=1749210597&sr=8-10#customerReviews,https://m.media-amazon.com/images/I/71G6RRpVieL._AC_UL320_.jpg,12.17,4.7,41607
washing_machine,washing_machine_4,"Auertech Portable Washing Machine, 28lbs Twin Tub Washer Mini Compact Laundry Machine with Drain Pump, Semi-automatic 18lbs Washer 10lbs Spinner Combo for Dorms, Apartments, RVs",https://www.amazon.com/Auertech-Portable-Washing-Semi-automatic-Apartments/dp/B09YLKMHLH/ref=sr_1_5?dib=eyJ2IjoiMSJ9.hbZH0O7qCsutECg9RuAtu1-CaqFWCxdtaXtFr2BDdX_0LOF3RcGfFzFVGlV_tUFN5qCrEdTepoh1o78kgIaSQ0mLz2GkozAvUQZXH-zs_nMRa1AKWaTyW9JbnBIyvD4rsANFjdHysXHsgTopVpH9RmknulRhNgixcelNaRHXzudIdlbYLrsH6_rFDSYlUw3DnsY1TqaFbKH-RLXA2h40_-YbQ4nxydEf8wotdq1v3A0.dqqfCSTSBj-HlEs0VNGeA0VhjHWGeiNWmFhRoj0d2m8&dib_tag=se&keywords=washing+machine&qid=1749211311&sr=8-5#customerReviews,https://m.media-amazon.com/images/I/61CoDohL3wL._AC_UY218_.jpg,179.99,4.2,3054
washing_machine,washing_machine_2,"BLACK+DECKER 0.9 Cu. Ft. Portable Washer, 6.6 lb. Capacity Washing Machine for Homes & Apartments, 5 Wash Cycles, Quick Connect Sink Adapter and Drain Hose Included, Transparent Lid, BPWM09W, White",https://www.amazon.com/Black-Decker-BPWM09W-Portable-Washer/dp/B0799Q45TT/ref=sr_1_3?dib=eyJ2IjoiMSJ9.hbZH0O7qCsutECg9RuAtu1-CaqFWCxdtaXtFr2BDdX_0LOF3RcGfFzFVGlV_tUFN5qCrEdTepoh1o78kgIaSQ0mLz2GkozAvUQZXH-zs_nMRa1AKWaTyW9JbnBIyvD4rsANFjdHysXHsgTopVpH9RmknulRhNgixcelNaRHXzudIdlbYLrsH6_rFDSYlUw3DnsY1TqaFbKH-RLXA2h40_-YbQ4nxydEf8wotdq1v3A0.dqqfCSTSBj-HlEs0VNGeA0VhjHWGeiNWmFhRoj0d2m8&dib_tag=se&keywords=washing+machine&qid=1749211311&sr=8-3#customerReviews,https://m.media-amazon.com/images/I/61tNdgVDSLL._AC_UY218_.jpg,259.99,4.4,7932
washing_machine,washing_machine_5,"Comfee Portable Washing Machine, 0.9 cu.ft Compact Washer With LED Display, 5 Wash Cycles, 2 Built-in Rollers, Space Saving Full-Automatic Washer",https://www.amazon.com/Portable-Washing-Machine-Compact-Full-Automatic/dp/B08B4L4CGG/ref=sr_1_6?dib=eyJ2IjoiMSJ9.hbZH0O7qCsutECg9RuAtu1-CaqFWCxdtaXtFr2BDdX_0LOF3RcGfFzFVGlV_tUFN5qCrEdTepoh1o78kgIaSQ0mLz2GkozAvUQZXH-zs_nMRa1AKWaTyW9JbnBIyvD4rsANFjdHysXHsgTopVpH9RmknulRhNgixcelNaRHXzudIdlbYLrsH6_rFDSYlUw3DnsY1TqaFbKH-RLXA2h40_-YbQ4nxydEf8wotdq1v3A0.dqqfCSTSBj-HlEs0VNGeA0VhjHWGeiNWmFhRoj0d2m8&dib_tag=se&keywords=washing+machine&qid=1749211311&sr=8-6#customerReviews,https://m.media-amazon.com/images/I/61d6FiSc2jL._AC_UY218_.jpg,219.0,4.4,7936
washing_machine,washing_machine_7,"Hamilton Beach HBFW3205 Fullsize Washer-LED Digital Display Panel-5 Wash Cycles-Front Load Design-2.2 cu ft, 24 inch Wide, White",https://www.amazon.com/Hamilton-Beach-HBFW3205-Washer-LED-Cycles-Front/dp/B0BG3HDSL7/ref=sr_1_10?dib=eyJ2IjoiMSJ9.hbZH0O7qCsutECg9RuAtu1-CaqFWCxdtaXtFr2BDdX_0LOF3RcGfFzFVGlV_tUFN5qCrEdTepoh1o78kgIaSQ0mLz2GkozAvUQZXH-zs_nMRa1AKWaTyW9JbnBIyvD4rsANFjdHysXHsgTopVpH9RmknulRhNgixcelNaRHXzudIdlbYLrsH6_rFDSYlUw3DnsY1TqaFbKH-RLXA2h40_-YbQ4nxydEf8wotdq1v3A0.dqqfCSTSBj-HlEs0VNGeA0VhjHWGeiNWmFhRoj0d2m8&dib_tag=se&keywords=washing+machine&qid=1749211311&sr=8-10#customerReviews,https://m.media-amazon.com/images/I/61Ighyaoo-L._AC_UY218_.jpg,801.73,3.6,18
